hiany_id;hiany_eszkoznev;hiany_muszakicsop;hiany_muszakicsopnev;tobblet_id;tobblet_eszkoznev;tobblet_muszakicsop;toblet_muszakicsopnev
85921;GÖRGŐS IRATSZEKRÉNY MAHAGÓNI (DB);BS0603;Görgős irattároló;25407;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló
85921;GÖRGŐS IRATSZEKRÉNY MAHAGÓNI (DB);BS0603;Görgős irattároló;27185;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló
85918;TELEFONASZTAL (DB);BA9911;Telefon-rádió asztal;45579;CISCO telefon;KT0300;IP telefon
85918;TELEFONASZTAL (DB);BA9911;Telefon-rádió asztal;45716;CISCO asztali telefon;KT0300;IP telefon
85916;FRANCIAÁGY 2 ágybetéttel;BE0108;Francia ágy;82711;FRANCIAÁGY;BE0108;Francia ágy
85916;FRANCIAÁGY 2 ágybetéttel;BE0108;Francia ágy;82709;FRANCIAÁGY;BE0108;Francia ágy
88972;virágtartó mahagóni;BE0316;Virágtartó;83760;Virágtartó;BE0316;Virágtartó
88972;virágtartó mahagóni;BE0316;Virágtartó;83757;Virágtartó;BE0316;Virágtartó
88969;180 fokos ív mahagóni;BA0401;Íves elem klf.;28843;90 fokos ív;BA0401;Íves elem klf.
88969;180 fokos ív mahagóni;BA0401;Íves elem klf.;27040;90 fokos ív;BA0401;Íves elem klf.
88967;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal;1094;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
88967;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal;26224;nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
88960;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal;83547;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB)(R14-05;BA0302;Kisméretű íróasztal
88960;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal;25760;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal
17;Madison Flanders fotel/KAROS;BU0101;Fotel klf.;46369;FOTEL;BU0101;Fotel klf.
17;Madison Flanders fotel/KAROS;BU0101;Fotel klf.;1449;Fotel;BU0101;Fotel klf.
40;HEVERO /SANDRA/;BE0109;Heverő;1461;Heverő;BE0109;Heverő
40;HEVERO /SANDRA/;BE0109;Heverő;253988;heverő;BE0109;Heverő
43;FAVAZAS KANAPE;BU0202;Kanapé;1459;Agria kanapé;BU0202;Kanapé
43;FAVAZAS KANAPE;BU0202;Kanapé;5463;Laptop - Vostro 15 3568;SS03;Laptop
859;Számítógépasztal Bükk;BA0600;Számítógépasztal;31279;Számítógépasztal Bükk;BA0600;Számítógépasztal
859;Számítógépasztal Bükk;BA0600;Számítógépasztal;31051;Számítógépasztal Bükk;BA0600;Számítógépasztal
841;KEMPING ÁGY (DB);BE0113;Egyéb fekvőbútorok;1743;EMELETESÁGY (DB);BE0104;Emeletes ágy
841;KEMPING ÁGY (DB);BE0113;Egyéb fekvőbútorok;1764;EMELETESÁGY (DB);BE0104;Emeletes ágy
775;Emeletes ágy/1;BE0113;Egyéb fekvőbútorok;926;EMELETES ÁGY;BE0104;Emeletes ágy
775;Emeletes ágy/1;BE0113;Egyéb fekvőbútorok;925;EMELETES ÁGY;BE0104;Emeletes ágy
723;EMELETESÁGY (DB);BE0104;Emeletes ágy;1764;EMELETESÁGY (DB);BE0104;Emeletes ágy
723;EMELETESÁGY (DB);BE0104;Emeletes ágy;1744;EMELETESÁGY (DB);BE0104;Emeletes ágy
632;EMELETESÁGY;BE0104;Emeletes ágy;83814;Emeleteságy;BE0104;Emeletes ágy
632;EMELETESÁGY;BE0104;Emeletes ágy;1744;EMELETESÁGY (DB);BE0104;Emeletes ágy
510;Vaságy;BE0102;Árkay vaságy;1628;Katonai vaságy;BE0102;Árkay vaságy
510;Vaságy;BE0102;Árkay vaságy;5463;Laptop - Vostro 15 3568;SS03;Laptop
499;FÉMVÁZAS KAROSSZÉK KLF. (DB);BU0604;Fémvázas karosszék;28093;ÍRÓLAPOS FÉMVÁZAS SZÉK (DB);BU0603;Fémvázas támlásszék
499;FÉMVÁZAS KAROSSZÉK KLF. (DB);BU0604;Fémvázas karosszék;82661;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék
330;FA ÖLTÖZŐSZEKRÉNY 2 AJTÓS (DB);BS0801;Öltöző szekrény fa;82819;konyha asztal tömör fa;BA0802;Konyhaasztal klf.
330;FA ÖLTÖZŐSZEKRÉNY 2 AJTÓS (DB);BS0801;Öltöző szekrény fa;1088;öltözőpad;BU0902;Öltöző pad
287;emeletes ágy;BE0104;Emeletes ágy;82756;Emeletes ágy;BE0104;Emeletes ágy
287;emeletes ágy;BE0104;Emeletes ágy;925;EMELETES ÁGY;BE0104;Emeletes ágy
265;ÍRÓASZTAL (DB);BA0307;Íróasztal klf. egyéb;26642;Íróasztal;BA0307;Íróasztal klf. egyéb
265;ÍRÓASZTAL (DB);BA0307;Íróasztal klf. egyéb;26945;Íróasztal;BA0307;Íróasztal klf. egyéb
149;3 szem. tantermi asztal;BA9903;3 szem. tantermi asztal;1521;2 szem. tantermi asztal;BA9902;2 szem. tantermi asztal
149;3 szem. tantermi asztal;BA9903;3 szem. tantermi asztal;989;TANTERMI ASZTAL 2 SZEMÉLYES (R81-108304);BA9902;2 szem. tantermi asztal
121;FOTEL FAVÁZAS (DB);BU0202;Kanapé;1459;Agria kanapé;BU0202;Kanapé
121;FOTEL FAVÁZAS (DB);BU0202;Kanapé;46369;FOTEL;BU0101;Fotel klf.
558;emeltetes ágy;BE0104;Emeletes ágy;82756;Emeletes ágy;BE0104;Emeletes ágy
558;emeltetes ágy;BE0104;Emeletes ágy;925;EMELETES ÁGY;BE0104;Emeletes ágy
560;Tantermi asztal 2 személyes;BA9914;Tantermi asztal 2-6 személyes;1222;2 személyes tantermi asztal;BA9914;Tantermi asztal 2-6 személyes
560;Tantermi asztal 2 személyes;BA9914;Tantermi asztal 2-6 személyes;1515;3 személyes tantermi asztal;BA9914;Tantermi asztal 2-6 személyes
834;ASZTALI LÁMPA (DB);KI0101;Asztali-,állólámpa, csillár;978;Asztali lámpa;KI0101;Asztali-,állólámpa, csillár
834;ASZTALI LÁMPA (DB);KI0101;Asztali-,állólámpa, csillár;28811;Asztali lámpa;KI0100;Asztali-,állólámpa, csillár
780;emeletes ágy;BE0113;Egyéb fekvőbútorok;926;EMELETES ÁGY;BE0104;Emeletes ágy
780;emeletes ágy;BE0113;Egyéb fekvőbútorok;925;EMELETES ÁGY;BE0104;Emeletes ágy
21;EGYIK OLDALT IVES ASZTAL;BA0301;Íves íróasztal;5125;Asztal;BA03;Íróasztal
21;EGYIK OLDALT IVES ASZTAL;BA0301;Íves íróasztal;4747;asztal;BA03;Íróasztal
360;FOTEL FAVÁZAS (DB);BU0101;Fotel klf.;1449;Fotel;BU0101;Fotel klf.
360;FOTEL FAVÁZAS (DB);BU0101;Fotel klf.;46369;FOTEL;BU0101;Fotel klf.
309;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal;1521;2 szem. tantermi asztal;BA9902;2 szem. tantermi asztal
309;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal;1515;3 személyes tantermi asztal;BA9914;Tantermi asztal 2-6 személyes
311;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal;1521;2 szem. tantermi asztal;BA9902;2 szem. tantermi asztal
311;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal;1515;3 személyes tantermi asztal;BA9914;Tantermi asztal 2-6 személyes
312;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal;1521;2 szem. tantermi asztal;BA9902;2 szem. tantermi asztal
312;TANTERMI ASZTAL 2 SZEMÉLYES (DB);BA9902;2 szem. tantermi asztal;1515;3 személyes tantermi asztal;BA9914;Tantermi asztal 2-6 személyes
115;ÁLLÓ RUHAFOGAS (DB);BE0201;Álló ruhafogas klf.;28969;Álló ruhafogas;BE0201;Álló ruhafogas klf.
115;ÁLLÓ RUHAFOGAS (DB);BE0201;Álló ruhafogas klf.;46356;Álló ruhafogas;BE0201;Álló ruhafogas klf.
153;KEMPING ÁGY (DB);BE0103;Camping ágy;974;Camping ágy;BE0103;Camping ágy
153;KEMPING ÁGY (DB);BE0103;Camping ágy;971;Camping ágy;BE0103;Camping ágy
271;asztali lámpa;KI0101;Asztali-,állólámpa, csillár;28811;Asztali lámpa;KI0100;Asztali-,állólámpa, csillár
271;asztali lámpa;KI0101;Asztali-,állólámpa, csillár;979;Asztali lámpa;KI0101;Asztali-,állólámpa, csillár
14492;Irattároló lemezszekrény;BS0902; 1. ajtós vaslemez iratszekrény;29819;Irattároló fémszekrény 4 polcos;BS0902; 1. ajtós vaslemez iratszekrény
14492;Irattároló lemezszekrény;BS0902; 1. ajtós vaslemez iratszekrény;27038;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
17300;90 FOKOS ÍV BÜKK (DB);BA0401;Íves elem klf.;27518;90 fokos ív bükk;BA0401;Íves elem klf.
17300;90 FOKOS ÍV BÜKK (DB);BA0401;Íves elem klf.;28563;90 fokos ív bükk;BA0401;Íves elem klf.
17824;Bükk íróasztal NNI;BA0305;Nagyméretű íróasztal;1094;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
17824;Bükk íróasztal NNI;BA0305;Nagyméretű íróasztal;26224;nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
17880;Bükk számítógépasztal NNI;BA0600;Számítógépasztal;31279;Számítógépasztal Bükk;BA0600;Számítógépasztal
17880;Bükk számítógépasztal NNI;BA0600;Számítógépasztal;31051;Számítógépasztal Bükk;BA0600;Számítógépasztal
16706;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
16706;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
18232;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék;25174;Bordó szövet kárpitos görgős szék;BA0401;Íves elem klf.
18232;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék;82823;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék
17338;BÜKK FIÓKOS TÁROLÓ (DB);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
17338;BÜKK FIÓKOS TÁROLÓ (DB);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
14787;90 FOKOS ÍV, bükk 67x67x75;BA0401;Íves elem klf.;27518;90 fokos ív bükk;BA0401;Íves elem klf.
14787;90 FOKOS ÍV, bükk 67x67x75;BA0401;Íves elem klf.;27943;90 fokos ív Bükk;BA0401;Íves elem klf.
16598;SZÁMITÓGÉPASZTAL (DB);BA0600;Számítógépasztal;28562;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
16598;SZÁMITÓGÉPASZTAL (DB);BA0600;Számítógépasztal;27604;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
17173;ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal;28661;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal
17173;ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal;26224;nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
14653;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb;1277;Íróasztal bükk;BA0307;Íróasztal klf. egyéb
14653;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb;46361;ÍRÓASZTAL;BA0307;Íróasztal klf. egyéb
17664;KONFERENCIA ASZTAL (DB);BA0701;Tárgyalóasztal klf.;29893;Tárgyalóasztal klf.;BA0701;Tárgyalóasztal klf.
17664;KONFERENCIA ASZTAL (DB);BA0701;Tárgyalóasztal klf.;26223;tárgyalóasztal;BA0701;Tárgyalóasztal klf.
15403;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
15403;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
17600;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék;244213;Térdeplő szék;BU0605;Egyéb szék
17600;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék;5042;szék karfás kárpitos;BU01;Szék
17626;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék;244213;Térdeplő szék;BU0605;Egyéb szék
17626;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék;5042;szék karfás kárpitos;BU01;Szék
17642;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal;28661;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal
17642;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal;29845;Vezetői íróasztal Cseresznye;BA0305;Nagyméretű íróasztal
15369;Bükk 90 fokos ív (NNI);BA0401;Íves elem klf.;27518;90 fokos ív bükk;BA0401;Íves elem klf.
15369;Bükk 90 fokos ív (NNI);BA0401;Íves elem klf.;27943;90 fokos ív Bükk;BA0401;Íves elem klf.
17568;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;28562;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
17568;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;27604;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
15388;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
15388;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
15286;Íróasztal bükk 134 cm (NNI);BA0302;Kisméretű íróasztal;25836;íróasztal 134 cm bükk;BA0302;Kisméretű íróasztal
15286;Íróasztal bükk 134 cm (NNI);BA0302;Kisméretű íróasztal;29803;Íróasztal 134 cm Bükk;BA0302;Kisméretű íróasztal
15288;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal;31279;Számítógépasztal Bükk;BA0600;Számítógépasztal
15288;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal;31051;Számítógépasztal Bükk;BA0600;Számítógépasztal
14657;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb;1277;Íróasztal bükk;BA0307;Íróasztal klf. egyéb
14657;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb;46361;ÍRÓASZTAL;BA0307;Íróasztal klf. egyéb
15372;Bükk 90 fokos ív (NNI);BA0401;Íves elem klf.;27518;90 fokos ív bükk;BA0401;Íves elem klf.
15372;Bükk 90 fokos ív (NNI);BA0401;Íves elem klf.;27943;90 fokos ív Bükk;BA0401;Íves elem klf.
15400;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
15400;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
18438;Rekeszes kulcstartó szekrény;BS9920;Szekrény egyéb klf.;24954;Kulcstartó szekrény fém;BS9920;Szekrény egyéb klf.
18438;Rekeszes kulcstartó szekrény;BS9920;Szekrény egyéb klf.;26949;Kulcstartó szekrény;BS9912;Kulcstartó szekrény
15300;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal;31279;Számítógépasztal Bükk;BA0600;Számítógépasztal
15300;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal;31051;Számítógépasztal Bükk;BA0600;Számítógépasztal
15428;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
15428;Fiókos tároló bükk (NNI);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
14671;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb;1277;Íróasztal bükk;BA0307;Íróasztal klf. egyéb
14671;ÍRÓASZTAL bükk 134x67x75;BA0307;Íróasztal klf. egyéb;46361;ÍRÓASZTAL;BA0307;Íróasztal klf. egyéb
18540;Mega Tech 3 szék + lineatech karfa;BU0605;Egyéb szék;244213;Térdeplő szék;BU0605;Egyéb szék
18540;Mega Tech 3 szék + lineatech karfa;BU0605;Egyéb szék;4911;szék kárpitos karfás;BU01;Szék
17912;Bükk 90 fokos ív NNI;BA0401;Íves elem klf.;27518;90 fokos ív bükk;BA0401;Íves elem klf.
17912;Bükk 90 fokos ív NNI;BA0401;Íves elem klf.;27943;90 fokos ív Bükk;BA0401;Íves elem klf.
15311;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal;31279;Számítógépasztal Bükk;BA0600;Számítógépasztal
15311;Számítógépasztal bükk (NNI);BA0601;Számítógépasztal;31051;Számítógépasztal Bükk;BA0600;Számítógépasztal
31360;ASZTALI LÁMPA (DB);KI0101;Asztali-,állólámpa, csillár;978;Asztali lámpa;KI0101;Asztali-,állólámpa, csillár
31360;ASZTALI LÁMPA (DB);KI0101;Asztali-,állólámpa, csillár;28811;Asztali lámpa;KI0100;Asztali-,állólámpa, csillár
16668;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
16668;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
16669;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
16669;ASZTAL MELLÉ HELYEZHETŐ KONTÉNER (DB);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
18192;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék;25174;Bordó szövet kárpitos görgős szék;BA0401;Íves elem klf.
18192;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék;82823;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék
17629;90 FOKOS ÍV (DB);BA0401;Íves elem klf.;28843;90 fokos ív;BA0401;Íves elem klf.
17629;90 FOKOS ÍV (DB);BA0401;Íves elem klf.;26105;90 fokos ív;BA0401;Íves elem klf.
17841;Bükk számítógépasztal NNI;BA0600;Számítógépasztal;31279;Számítógépasztal Bükk;BA0600;Számítógépasztal
17841;Bükk számítógépasztal NNI;BA0600;Számítógépasztal;31051;Számítógépasztal Bükk;BA0600;Számítógépasztal
17542;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal;28661;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal
17542;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal;29845;Vezetői íróasztal Cseresznye;BA0305;Nagyméretű íróasztal
15078;TÁRGYALÓASZTAL 6 fős 180x80x75 csereszny;BA0701;Tárgyalóasztal klf.;28662;TÁRGYALÓASZTAL 6 fős 180x80x75 csereszny;BA0701;Tárgyalóasztal klf.
15078;TÁRGYALÓASZTAL 6 fős 180x80x75 csereszny;BA0701;Tárgyalóasztal klf.;26223;tárgyalóasztal;BA0701;Tárgyalóasztal klf.
17216;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;28562;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
17216;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;27604;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
15252;Íróasztal bükk 134 cm (NNI);BA0302;Kisméretű íróasztal;25836;íróasztal 134 cm bükk;BA0302;Kisméretű íróasztal
15252;Íróasztal bükk 134 cm (NNI);BA0302;Kisméretű íróasztal;29803;Íróasztal 134 cm Bükk;BA0302;Kisméretű íróasztal
17959;Bükk fiókos tároló NNI;BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
17959;Bükk fiókos tároló NNI;BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
17531;GÖRGŐS SZÉK (DB);BU0605;Egyéb szék;244213;Térdeplő szék;BU0605;Egyéb szék
17531;GÖRGŐS SZÉK (DB);BU0605;Egyéb szék;4914;szék karfás kárpitos;BU01;Szék
17193;ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal;28661;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal
17193;ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal;26224;nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
17942;Bükk fiókos tároló NNI;BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
17942;Bükk fiókos tároló NNI;BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
17200;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;28562;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
17200;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;27604;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
11645;SZÁMÍTÓGÉPASZTAL BÜKK;BA0601;Számítógépasztal;31279;Számítógépasztal Bükk;BA0600;Számítógépasztal
11645;SZÁMÍTÓGÉPASZTAL BÜKK;BA0601;Számítógépasztal;31051;Számítógépasztal Bükk;BA0600;Számítógépasztal
11642;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal;28564;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal
11642;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal;25760;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal
11643;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal;28564;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal
11643;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal;25760;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal
11654;GÖRGŐS IRATSZEKRÉNY BÜKK;BS0603;Görgős irattároló;25925;görgős iratszekrény bükk;BS0603;Görgős irattároló
11654;GÖRGŐS IRATSZEKRÉNY BÜKK;BS0603;Görgős irattároló;26239;görgős iratszekrény bükk;BS0603;Görgős irattároló
11708;ÉJJELI SZEKRÉNY bükk;BS9903;Éjjeli szekrény;254121;éjjeli szekrény bükk;BS9903;Éjjeli szekrény
11708;ÉJJELI SZEKRÉNY bükk;BS9903;Éjjeli szekrény;31220;Éjjeli szekrény Bükk;BS9903;Éjjeli szekrény
11763;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal;29870;Kisméretű íróasztal;BA0302;Kisméretű íróasztal
11763;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal;83553;ÍRÓASZTAL KISMÉRETŰ (DB);BA0302;Kisméretű íróasztal
11837;Lemezszekrény;BS0901; 1. ajtós vaslemez betétszekrény;29819;Irattároló fémszekrény 4 polcos;BS0902; 1. ajtós vaslemez iratszekrény
11837;Lemezszekrény;BS0901; 1. ajtós vaslemez betétszekrény;5463;Laptop - Vostro 15 3568;SS03;Laptop
11775;SZÁMÍTÓGÉPASZTAL 67*67*75;BA0600;Számítógépasztal;28887;Számítógépasztal;BA0600;Számítógépasztal
11775;SZÁMÍTÓGÉPASZTAL 67*67*75;BA0600;Számítógépasztal;25670;Számítógépasztal;BA0600;Számítógépasztal
11788;GÖRGŐS IRATSZEKRÉNY 3+1;BS0603;Görgős irattároló;46352;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
11788;GÖRGŐS IRATSZEKRÉNY 3+1;BS0603;Görgős irattároló;27038;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
11722;90 FOKOS ÍV CSERESZNYE;BA0401;Íves elem klf.;31247;90 fokos ív Cseresznye;BA0401;Íves elem klf.
11722;90 FOKOS ÍV CSERESZNYE;BA0401;Íves elem klf.;28843;90 fokos ív;BA0401;Íves elem klf.
11723;ÍRÓASZTAL 160 CM-ES;BA0305;Nagyméretű íróasztal;26224;nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
11723;ÍRÓASZTAL 160 CM-ES;BA0305;Nagyméretű íróasztal;1094;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
